"Grade","Profissional_Grade","Unidade_Funcional","Condicao_De_Atendimento","Especialidade","Situacao_Atual_Grade","Dia_da_Semana","Hora_Inicio","Turno","Situacao_Atual_Horario","Quantidade_Vagas"
724,I. Q. D. S. C. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,12
724,I. Q. D. S. C. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,20
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Inativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,20
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,20
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Inativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,3
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,3
726,P. R. A. ,ONCOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,ONCOLOGIA CLINICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,30
727,C. H. Z. ,ONCOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,ONCOLOGIA CLINICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,10
728,C. R. M. ,PSICOLOGIA (AMBULATÓRIO),RETORNO,PSICOLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,8
730,I. Q. D. S. C. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA - GENETICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
730,I. Q. D. S. C. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA - GENETICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,12
732,P. H. D. M. B. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,CIRURGIA ONCOLOGICA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,10
732,P. H. D. M. B. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,CIRURGIA ONCOLOGICA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,3
736,A. T. E. S. ,ESPAÇO TRANS (AMBULATÓRIO),RETORNO,GINECOLOGIA - ESPAÇO TRANS,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,8
736,A. T. E. S. ,ESPAÇO TRANS (AMBULATÓRIO),INTERCONSULTA,GINECOLOGIA - ESPAÇO TRANS,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
738,I. C. C. D. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
738,I. C. C. D. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,4
738,I. C. C. D. S. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
740,A. C. A. M. F. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),RETORNO,ALERGIA E IMUNOLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,4
740,A. C. A. M. F. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,ALERGIA E IMUNOLOGIA,Inativo,Quarta,1970-01-01 10:00:00.000,Manhã,Inativo,2
742,A. C. A. M. F. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),RETORNO,ALERGIA - RINITE,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
742,A. C. A. M. F. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),INTERCONSULTA,ALERGIA - RINITE,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
743,A. C. A. M. F. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),RETORNO,ALERGIA - ASMA E CONJUNTIVITE,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,4
744,L. J. D. B. B. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,3
744,L. J. D. B. B. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,10
744,L. J. D. B. B. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,3
744,L. J. D. B. B. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,10
746,A. C. A. M. F. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),RETORNO,ALERGIA - DERMATOSES ALERGICAS,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,4
748,M. I. L. L. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,4
748,M. I. L. L. ,PEDIATRIA (AMBULATÓRIO),CONSULTA REGULADA,PEDIATRIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
748,M. I. L. L. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,4
748,M. I. L. L. ,PEDIATRIA (AMBULATÓRIO),CONSULTA REGULADA,PEDIATRIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
748,M. I. L. L. ,PEDIATRIA (AMBULATÓRIO),RETORNO,PEDIATRIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
752,E. N. D. B. ,PSICOLOGIA (AMBULATÓRIO),RETORNO,PSICOLOGIA,Inativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,2
754,A. T. B. D. M. ,ENDOCRINOLOGIA (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - DIABETES,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,10
754,A. T. B. D. M. ,ENDOCRINOLOGIA (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - DIABETES,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,10
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Terça,1970-01-01 15:30:00.000,Tarde,Ativo,1
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Terça,1970-01-01 10:00:00.000,Manhã,Ativo,1
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,4
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),INTERCONSULTA,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,1
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Quinta,1970-01-01 15:00:00.000,Tarde,Inativo,5
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),RETORNO,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,5
756,A. H. D. A. F. ,ENDOCRINOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,ENDOCRINOLOGIA - PEDIATRIA,Ativo,Quinta,1970-01-01 15:30:00.000,Tarde,Ativo,1
758,L. D. F. A. C. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - DERMATO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
758,L. D. F. A. C. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - DERMATO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
758,L. D. F. A. C. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - DERMATO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
758,L. D. F. A. C. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - DERMATO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
758,L. D. F. A. C. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - DERMATO,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
760,P. C. L. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,1
762,T. S. B. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,15
762,T. S. B. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,3
762,T. S. B. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,2
764,A. A. B. F. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,6
764,A. A. B. F. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Ativo,Segunda,1970-01-01 10:00:00.000,Manhã,Ativo,4
764,A. A. B. F. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
766,G. J. P. W. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 15:30:00.000,Tarde,Inativo,2
766,G. J. P. W. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,3
766,G. J. P. W. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 13:00:00.000,Tarde,Inativo,7
768,C. E. S. D. M. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,2
768,C. E. S. D. M. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Ativo,Terça,1970-01-01 15:30:00.000,Tarde,Ativo,4
768,C. E. S. D. M. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,6
769,N. D. S. L. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Ativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,2
769,N. D. S. L. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,7
769,N. D. S. L. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,3
770,J. G. C. D. A. J. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
770,J. G. C. D. A. J. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Ativo,Quarta,1970-01-01 10:00:00.000,Manhã,Ativo,4
770,J. G. C. D. A. J. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,6
772,L. T. D. S. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,1
772,L. T. D. S. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,6
772,L. T. D. S. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Ativo,Terça,1970-01-01 10:00:00.000,Manhã,Ativo,3
773,M. R. C. D. C. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Ativo,Quarta,1970-01-01 15:30:00.000,Tarde,Ativo,4
773,M. R. C. D. C. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,2
773,M. R. C. D. C. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,6
774,G. C. A. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,7
774,G. C. A. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,3
774,G. C. A. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,2
776,C. G. N. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,7
776,C. G. N. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Segunda,1970-01-01 10:00:00.000,Manhã,Inativo,1
776,C. G. N. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,2
778,G. H. C. D. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,2
778,G. H. C. D. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,2
778,G. H. C. D. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,15
779,A. M. P. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Terça,1970-01-01 10:00:00.000,Manhã,Inativo,2
779,A. M. P. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,3
779,A. M. P. D. A. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,7
780,A. F. D. M. N. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,CIRURGIA GERAL,Inativo,Segunda,1970-01-01 10:00:00.000,Manhã,Inativo,2
780,A. F. D. M. N. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,CIRURGIA GERAL,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,7
780,A. F. D. M. N. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,CIRURGIA GERAL,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,3
782,I. C. F. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,10
782,I. C. F. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,36
784,A. P. P. D. S. V. ,CIRURGIA BARIATRICA,INTERCONSULTA,ENFERMAGEM - CIRURGIA BARIÁTRICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
784,A. P. P. D. S. V. ,CIRURGIA BARIATRICA,CONSULTA REGULADA,ENFERMAGEM - CIRURGIA BARIÁTRICA,Ativo,Segunda,1970-01-01 10:00:00.000,Manhã,Ativo,2
784,A. P. P. D. S. V. ,CIRURGIA BARIATRICA,RETORNO,ENFERMAGEM - CIRURGIA BARIÁTRICA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,4
785,E. B. S. D. M. ,CIRURGIA BARIATRICA,RETORNO,ENFERMAGEM - CIRURGIA BARIÁTRICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,4
785,E. B. S. D. M. ,CIRURGIA BARIATRICA,RETORNO,ENFERMAGEM - CIRURGIA BARIÁTRICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,4
786,M. G. D. S. L. ,CIRURGIA BARIATRICA,RETORNO,ENFERMAGEM - CIRURGIA BARIÁTRICA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,4
787,F. E. B. A. L. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,PROCTOLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
787,F. E. B. A. L. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,PROCTOLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,15
788,M. D. F. D. M. B. ,DERMATOLOGIA (AMBULATÓRIO),INTERCONSULTA,DERMATOLOGIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
788,M. D. F. D. M. B. ,DERMATOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,DERMATOLOGIA,Ativo,Quarta,1970-01-01 10:00:00.000,Manhã,Ativo,8
788,M. D. F. D. M. B. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,10
790,O. F. D. N. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,PROCTOLOGIA,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,6
790,O. F. D. N. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,PROCTOLOGIA,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,2
790,O. F. D. N. ,CIRURGIA GERAL (AMBULATÓRIO),CONSULTA REGULADA,PROCTOLOGIA,Inativo,Terça,1970-01-01 10:00:00.000,Manhã,Inativo,4
791,O. F. D. N. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,PROCTOLOGIA - ESPAÇO TRANS,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,1
792,O. F. D. N. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,PROCTOLOGIA - FISIOLOGIA ANORRETAL,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,15
793,R. R. S. ,CIRURGIA GERAL (AMBULATÓRIO),INTERCONSULTA,SERVIÇO SOCIAL - CIRURGIA GERAL,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,6
793,R. R. S. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - CIRURGIA GERAL,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
793,R. R. S. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - CIRURGIA GERAL,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
793,R. R. S. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - CIRURGIA GERAL,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
793,R. R. S. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - CIRURGIA GERAL,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
793,R. R. S. ,CIRURGIA GERAL (AMBULATÓRIO),RETORNO,SERVIÇO SOCIAL - CIRURGIA GERAL,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,2
794,F. K. ,CIRURGIA BARIATRICA,RETORNO,CIRURGIA BARIATRICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,10
796,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Inativo,36
796,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,10
796,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,24
798,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - CIRURGIA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
798,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - CIRURGIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,20
798,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - CIRURGIA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Inativo,20
799,F. J. R. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - CIRURGIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
799,F. J. R. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - CIRURGIA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
800,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - HANSENIASE,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
801,M. D. F. D. M. B. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - COSMIATRIA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,6
802,I. C. F. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - PSORIASE,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,10
804,M. H. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - UNHAS E CABELOS,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,6
805,I. C. F. D. O. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - DERMATOSES TROPICAIS,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,8
806,M. D. F. D. M. B. ,DERMATOLOGIA (AMBULATÓRIO),RETORNO,DERMATOLOGIA - REUNIÃO CLÍNICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,6
812,G. G. D. T. ,ORTOPEDIA (AMBULATÓRIO),RETORNO,ORTOPEDIA - COLUNA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
813,G. L. D. C. ,ORTOPEDIA (AMBULATÓRIO),CONSULTA REGULADA,ORTOPEDIA - JOELHO (TRIAGEM),Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Inativo,2
813,G. L. D. C. ,ORTOPEDIA (AMBULATÓRIO),INTERCONSULTA,ORTOPEDIA - JOELHO (TRIAGEM),Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Inativo,3
813,G. L. D. C. ,ORTOPEDIA (AMBULATÓRIO),RETORNO,ORTOPEDIA - JOELHO (TRIAGEM),Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,15
813,G. L. D. C. ,ORTOPEDIA (AMBULATÓRIO),RETORNO,ORTOPEDIA - JOELHO (TRIAGEM),Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Inativo,5
813,G. L. D. C. ,ORTOPEDIA (AMBULATÓRIO),INTERCONSULTA,ORTOPEDIA - JOELHO (TRIAGEM),Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,3
813,G. L. D. C. ,ORTOPEDIA (AMBULATÓRIO),CONSULTA REGULADA,ORTOPEDIA - JOELHO (TRIAGEM),Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,2
814,M. D. F. D. M. B. ,DERMATOLOGIA (AMBULATÓRIO),,DERMATOLOGIA - DISCROMIAS,Inativo,,,,,
816,N. G. C. ,REUMATOLOGIA (AMBULATÓRIO),RETORNO,REUMATOLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,6
816,N. G. C. ,REUMATOLOGIA (AMBULATÓRIO),INTERCONSULTA,REUMATOLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,2
818,A. L. B. P. D. ,REUMATOLOGIA (AMBULATÓRIO),RETORNO,REUMATOLOGIA - CHIKUNGUNYA,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,30
819,R. S. G. G. ,REUMATOLOGIA (AMBULATÓRIO),RETORNO,REUMATOLOGIA - CHIKUNGUNYA,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,30
820,A. C. P. ,REUMATOLOGIA (AMBULATÓRIO),,REUMATOLOGIA - SINDROME DE SJOGREN,Inativo,,,,,
